datetime,date,hour,timestamp,total_stocks,sma20_breadth,sma50_breadth,volume_breadth,volume_participation,market_regime
2025-08-08 13:15:00,2025-08-08,13,2025-08-08T13:15:00,87,48.28,32.18,14.94,0.11,Neutral
2025-08-08 14:15:00,2025-08-08,14,2025-08-08T14:15:00,87,41.38,26.44,48.28,0.53,Neutral
2025-08-08 15:15:00,2025-08-08,15,2025-08-08T15:15:00,87,32.18,22.99,21.84,0.18,Weak
2025-08-11 09:15:00,2025-08-11,9,2025-08-11T09:15:00,87,32.18,26.44,75.86,1.83,Weak
2025-08-11 10:15:00,2025-08-11,10,2025-08-11T10:15:00,87,42.53,33.33,37.93,0.44,Neutral
2025-08-11 11:15:00,2025-08-11,11,2025-08-11T11:15:00,87,35.63,31.03,26.44,0.25,Weak
2025-08-11 12:15:00,2025-08-11,12,2025-08-11T12:15:00,87,44.83,31.03,19.54,0.15,Neutral
2025-08-11 13:15:00,2025-08-11,13,2025-08-11T13:15:00,87,55.17,34.48,18.39,0.17,Neutral
2025-08-11 14:15:00,2025-08-11,14,2025-08-11T14:15:00,87,57.47,36.78,42.53,0.53,Neutral
2025-08-11 15:15:00,2025-08-11,15,2025-08-11T15:15:00,87,58.62,35.63,18.39,0.13,Neutral
2025-08-12 09:15:00,2025-08-12,9,2025-08-12T09:15:00,87,68.97,44.83,75.86,1.25,Bullish
2025-08-12 10:15:00,2025-08-12,10,2025-08-12T10:15:00,87,62.07,41.38,31.03,0.28,Bullish
2025-08-12 11:15:00,2025-08-12,11,2025-08-12T11:15:00,87,60.92,48.28,19.54,0.14,Bullish
2025-08-12 12:15:00,2025-08-12,12,2025-08-12T12:15:00,87,64.37,50.57,19.54,0.12,Bullish
2025-08-12 13:15:00,2025-08-12,13,2025-08-12T13:15:00,87,57.47,47.13,28.74,0.24,Neutral
2025-08-12 14:15:00,2025-08-12,14,2025-08-12T14:15:00,87,50.57,43.68,36.78,0.37,Neutral
2025-08-12 15:15:00,2025-08-12,15,2025-08-12T15:15:00,87,50.57,44.83,13.79,0.1,Neutral
2025-08-13 09:15:00,2025-08-13,9,2025-08-13T09:15:00,87,58.62,49.43,75.86,1.93,Neutral
2025-08-13 10:15:00,2025-08-13,10,2025-08-13T10:15:00,87,56.32,48.28,40.23,0.54,Neutral
2025-08-13 11:15:00,2025-08-13,11,2025-08-13T11:15:00,87,50.57,43.68,28.74,0.24,Neutral
2025-08-13 12:15:00,2025-08-13,12,2025-08-13T12:15:00,87,52.87,47.13,18.39,0.15,Neutral
2025-08-13 13:15:00,2025-08-13,13,2025-08-13T13:15:00,87,55.17,50.57,19.54,0.16,Neutral
2025-08-13 14:15:00,2025-08-13,14,2025-08-13T14:15:00,87,51.72,47.13,42.53,0.47,Neutral
2025-08-13 15:15:00,2025-08-13,15,2025-08-13T15:15:00,87,48.28,47.13,19.54,0.15,Neutral
2025-08-14 09:15:00,2025-08-14,9,2025-08-14T09:15:00,87,40.23,44.83,80.46,1.64,Neutral
2025-08-14 10:15:00,2025-08-14,10,2025-08-14T10:15:00,87,33.33,41.38,25.29,0.22,Weak
2025-08-14 11:15:00,2025-08-14,11,2025-08-14T11:15:00,87,32.18,43.68,19.54,0.14,Weak
2025-08-14 12:15:00,2025-08-14,12,2025-08-14T12:15:00,87,33.33,42.53,10.34,0.06,Weak
2025-08-14 13:15:00,2025-08-14,13,2025-08-14T13:15:00,87,32.18,42.53,17.24,0.11,Weak
2025-08-14 14:15:00,2025-08-14,14,2025-08-14T14:15:00,87,32.18,43.68,45.98,0.52,Weak
2025-08-14 15:15:00,2025-08-14,15,2025-08-14T15:15:00,87,33.33,42.53,20.69,0.17,Weak
2025-08-18 09:15:00,2025-08-18,9,2025-08-18T09:15:00,87,62.07,59.77,88.51,2.44,Bullish
2025-08-18 10:15:00,2025-08-18,10,2025-08-18T10:15:00,87,62.07,59.77,44.83,0.52,Bullish
2025-08-18 11:15:00,2025-08-18,11,2025-08-18T11:15:00,87,48.28,52.87,26.44,0.25,Neutral
2025-08-18 12:15:00,2025-08-18,12,2025-08-18T12:15:00,87,58.62,54.02,18.39,0.12,Neutral
2025-08-18 13:15:00,2025-08-18,13,2025-08-18T13:15:00,87,60.92,56.32,16.09,0.11,Bullish
2025-08-18 14:15:00,2025-08-18,14,2025-08-18T14:15:00,87,63.22,55.17,43.68,0.47,Bullish
2025-08-18 15:15:00,2025-08-18,15,2025-08-18T15:15:00,87,67.82,56.32,12.64,0.09,Bullish
2025-08-19 09:15:00,2025-08-19,9,2025-08-19T09:15:00,87,70.11,64.37,71.26,1.17,Strong Bullish
2025-08-19 10:15:00,2025-08-19,10,2025-08-19T10:15:00,87,79.31,73.56,39.08,0.45,Bullish
2025-08-19 11:15:00,2025-08-19,11,2025-08-19T11:15:00,87,78.16,73.56,27.59,0.27,Bullish
2025-08-19 12:15:00,2025-08-19,12,2025-08-19T12:15:00,87,75.86,73.56,17.24,0.14,Bullish
2025-08-19 13:15:00,2025-08-19,13,2025-08-19T13:15:00,87,74.71,72.41,20.69,0.16,Bullish
2025-08-19 14:15:00,2025-08-19,14,2025-08-19T14:15:00,87,82.76,78.16,51.72,0.6,Bullish
2025-08-19 15:15:00,2025-08-19,15,2025-08-19T15:15:00,87,82.76,79.31,20.69,0.16,Bullish
2025-08-20 09:15:00,2025-08-20,9,2025-08-20T09:15:00,87,87.36,85.06,68.97,1.18,Strong Bullish
2025-08-20 10:15:00,2025-08-20,10,2025-08-20T10:15:00,87,83.91,82.76,32.18,0.29,Bullish
2025-08-20 11:15:00,2025-08-20,11,2025-08-20T11:15:00,87,82.76,81.61,11.49,0.07,Bullish
2025-08-20 12:15:00,2025-08-20,12,2025-08-20T12:15:00,87,82.76,80.46,16.09,0.1,Bullish
2025-08-20 13:15:00,2025-08-20,13,2025-08-20T13:15:00,87,77.01,80.46,16.09,0.1,Bullish
2025-08-20 14:15:00,2025-08-20,14,2025-08-20T14:15:00,87,70.11,75.86,27.59,0.24,Bullish
2025-08-20 15:15:00,2025-08-20,15,2025-08-20T15:15:00,87,71.26,77.01,17.24,0.11,Bullish
2025-08-21 09:15:00,2025-08-21,9,2025-08-21T09:15:00,87,75.86,81.61,70.11,1.39,Strong Bullish
2025-08-21 10:15:00,2025-08-21,10,2025-08-21T10:15:00,87,82.76,88.51,40.23,0.54,Bullish
2025-08-21 11:15:00,2025-08-21,11,2025-08-21T11:15:00,87,65.52,79.31,40.23,0.44,Bullish
2025-08-21 12:15:00,2025-08-21,12,2025-08-21T12:15:00,87,59.77,78.16,17.24,0.16,Neutral
2025-08-21 13:15:00,2025-08-21,13,2025-08-21T13:15:00,87,54.02,75.86,18.39,0.17,Neutral
2025-08-21 14:15:00,2025-08-21,14,2025-08-21T14:15:00,87,41.38,67.82,43.68,0.49,Neutral
2025-08-21 15:15:00,2025-08-21,15,2025-08-21T15:15:00,87,41.38,70.11,14.94,0.1,Neutral
2025-08-22 09:15:00,2025-08-22,9,2025-08-22T09:15:00,87,29.89,55.17,77.01,1.23,Bearish
2025-08-22 10:15:00,2025-08-22,10,2025-08-22T10:15:00,87,24.14,56.32,25.29,0.21,Bearish
2025-08-22 11:15:00,2025-08-22,11,2025-08-22T11:15:00,87,28.74,59.77,17.24,0.13,Bearish
2025-08-22 12:15:00,2025-08-22,12,2025-08-22T12:15:00,87,25.29,55.17,10.34,0.07,Bearish
2025-08-22 13:15:00,2025-08-22,13,2025-08-22T13:15:00,87,25.29,54.02,17.24,0.11,Bearish
2025-08-22 14:15:00,2025-08-22,14,2025-08-22T14:15:00,87,21.84,45.98,45.98,0.5,Bearish
2025-08-22 15:15:00,2025-08-22,15,2025-08-22T15:15:00,87,21.84,48.28,17.24,0.12,Bearish
2025-08-25 09:15:00,2025-08-25,9,2025-08-25T09:15:00,87,25.29,47.13,75.86,1.2,Bearish
2025-08-25 10:15:00,2025-08-25,10,2025-08-25T10:15:00,87,27.59,47.13,27.59,0.23,Bearish
2025-08-25 11:15:00,2025-08-25,11,2025-08-25T11:15:00,87,31.03,48.28,26.44,0.21,Weak
2025-08-25 12:15:00,2025-08-25,12,2025-08-25T12:15:00,87,33.33,48.28,19.54,0.17,Weak
2025-08-25 13:15:00,2025-08-25,13,2025-08-25T13:15:00,87,35.63,50.57,16.09,0.1,Weak
2025-08-25 14:15:00,2025-08-25,14,2025-08-25T14:15:00,87,26.44,42.53,41.38,0.44,Bearish
2025-08-25 15:15:00,2025-08-25,15,2025-08-25T15:15:00,87,31.03,42.53,8.05,0.05,Weak
2025-08-26 09:15:00,2025-08-26,9,2025-08-26T09:15:00,87,13.79,19.54,87.36,1.76,Bearish
2025-08-26 10:15:00,2025-08-26,10,2025-08-26T10:15:00,87,13.79,18.39,27.59,0.24,Bearish
2025-08-26 11:15:00,2025-08-26,11,2025-08-26T11:15:00,87,14.94,18.39,17.24,0.12,Bearish
2025-08-26 12:15:00,2025-08-26,12,2025-08-26T12:15:00,87,14.94,18.39,10.34,0.06,Bearish
2025-08-26 13:15:00,2025-08-26,13,2025-08-26T13:15:00,87,16.09,18.39,19.54,0.13,Bearish
2025-08-26 14:15:00,2025-08-26,14,2025-08-26T14:15:00,87,10.34,14.94,67.82,1.16,Bearish
2025-08-26 15:15:00,2025-08-26,15,2025-08-26T15:15:00,87,10.34,11.49,40.23,0.44,Bearish
2025-08-29 11:15:00,2025-08-29,11,2025-08-29T11:15:00,42,100.0,100.0,100.0,1.0,Bullish
